#BOS,flight
فیلادلفیا,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,2532
#BOS,flight
من,O
می‌خواهم,O
از,O
بالتیمور,O
به,B-fromloc.city_name
فیلادلفیا,O
پرواز,B-toloc.city_name
کنم,O
#EOS,2533
#BOS,flight
من,O
یک,O
پرواز,O
شبانه,B-depart_time.period_of_day
از,O
پتسبورگ,B-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
در,O
روز,O
سوم,B-depart_date.day_number
ماه,O
ژوین,B-depart_date.month_name
میخواهم,O
#EOS,2534
#BOS,flight
پروازها,O
از,O
سن,B-fromloc.city_name
دیگو,I-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
نیوجرسی,B-toloc.state_name
را,O
نشان,O
دهید,O
#EOS,2535
#BOS,flight
تمام,O
پروازهای,O
روز,O
پنجشنبه,B-depart_date.day_name
از,O
اتلانتا,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
را,O
میخواهم,O
#EOS,2536
#BOS,flight
پروازی,O
را,O
به,O
من,O
نشان,O
بده,O
که,O
در,O
زود‌ترین,B-flight_mod
حالت,O
ممکن,O
روز,O
بوستون,B-fromloc.city_name
را,O
ترک,O
کرده,O
و,O
به,O
دنور,B-toloc.city_name
برود,O
#EOS,2537
#BOS,flight
چه,O
پروازهایی,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
کنتیننتال,I-airline_name
در,O
یکشنبه,B-arrive_date.day_name
به,O
شیکاگو,B-toloc.city_name
می‌رسد,O
#EOS,2538
#BOS,flight
پرواز‌های,O
یونایتد,B-airline_name
بین,O
پیتسبرگ,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,2539
#BOS,airfare
هزینه,O
بلیط,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
فرست,B-class_type
کلاس,I-class_type
بین,O
بوستون,B-fromloc.city_name
و,O
واشنگتن,B-toloc.city_name
چقدر,O
است,O
#EOS,2540
#BOS,flight
از,O
نیوارک,B-fromloc.city_name
به,O
کلیولند,B-toloc.city_name
#EOS,2541
#BOS,flight
پروازهای,O
عصر,B-depart_time.period_of_day
پنجشنبه,B-depart_date.day_name
از,O
اتلانتا,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
به,O
من,O
نشان,O
بده,O
#EOS,2542
#BOS,flight
پروازهای,O
صبح,B-depart_time.period_of_day
در,O
دهم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
سال,O
۱۹۹۱,B-depart_date.year
از,O
بوستون,B-fromloc.city_name
به,O
فورت,B-toloc.city_name
ورث,I-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2543
#BOS,flight
لطفا,O
پرواز‌های,O
صبح,B-depart_time.period_of_day
شنبه,B-depart_date.day_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
8,B-depart_time.time
صبح,I-depart_time.time
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2544
#BOS,flight
تمایل,O
دارم,O
تا,O
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
ببینم,O
#EOS,2545
#BOS,flight
من,O
یک,O
پرواز,O
بین,O
دنور,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
میخواهم,O
که,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
از,O
دنور,B-fromloc.city_name
پرواز,O
کند,O
و,O
ساعت,O
5,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
مقصد,O
برسد,O
این,O
باید,O
یک,O
پرواز,O
بدون,B-flight_stop
توقف,I-flight_stop
باشد,O
#EOS,2546
#BOS,flight
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2547
#BOS,flight
من,O
می‌خواهم,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
بروم,O
#EOS,2548
#BOS,flight
تمام,O
پروازها,O
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
یا,O
فیلادلفیا,B-fromloc.city_name
یا,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2549
#BOS,flight
اولین,B-flight_mod
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
چیست,O
#EOS,2550
#BOS,airfare
بلیط,O
اقتصادی,B-class_type
بصرفه,B-economy
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
کدام,O
است,O
#EOS,2551
#BOS,flight
تمام,O
پروازها,O
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2552
#BOS,flight
پروازهایی,O
که,O
صبح,B-depart_time.period_of_day
روز,O
پنجشنبه,B-depart_date.day_name
از,O
اتلانتا,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
می‌روند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2553
#BOS,abbreviation
اف‌اف,B-airline_code
چیست,O
#EOS,2554
#BOS,aircraft
هواپیمایی,O
که,O
خطوط,B-airline_name
هوایی,I-airline_name
کانادایی,I-airline_name
استفاده,O
میکنند,O
را,O
نشان,O
بده,O
#EOS,2555
#BOS,airfare
میخواهم,O
از,O
قیمت,O
صندلی‌های,O
فرست,B-class_type
کلاس,B-class_type
از,O
اتلانتا,B-fromloc.city_name
تا,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
مطلع,O
شوم,O
#EOS,2556
#BOS,capacity
چه,O
تعداد,O
نفر,O
در,O
هواپیمای,O
۷۲‌اس,B-aircraft_code
جا,O
می‌شوند,O
#EOS,2557
#BOS,flight
پروازهای,O
جمعه,B-depart_date.day_name
از,O
نیویورک,B-fromloc.city_name
به,O
تمپا,B-toloc.city_name
#EOS,2558
#BOS,ground_service
چه,O
حمل,O
و,O
نقل,O
زمینی,O
در,O
اتلانتا,B-city_name
موجود,O
است,O
#EOS,2559
#BOS,airfare
کم,B-cost_relative
هزینه‌ترین,I-cost_relative
پرواز,O
موجود,O
برای,O
پرواز,O
از,O
دالاس,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
که,O
چهار,B-arrive_date.day_number
ژوییه,B-arrive_date.month_name
برسد,O
چیست,O
#EOS,2560
#BOS,airline
ایا,O
هیچ,O
شرکت,O
هواپیمایی,O
پرواز,O
جت,O
بین,O
پیتسبرگ,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
دارد,O
#EOS,2561
#BOS,aircraft
کوچک‌ترین,B-mod
هواپیمایی,O
که,O
هفده,B-depart_date.day_number
دسامبر,B-depart_date.month_name
از,O
پیتزبورگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
پرواز,O
می‌کند,O
چیست,O
#EOS,2562
#BOS,flight_time
برنامه,B-flight_time
پرواز,I-flight_time
اف۲۸,B-aircraft_code
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
چیست,O
#EOS,2563
#BOS,flight
به,O
من,O
لیستی,O
از,O
پروازها,O
از,O
بوستون,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
نشان,O
دهید,O
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ظهر,B-depart_time.time
حرکت,O
می‌کنند,O
و,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
7,B-arrive_time.time
عصر,I-arrive_time.time
می‌رسند,O
#EOS,2564
#BOS,flight
پرواز,O
از,O
سالت,B-fromloc.city_name
لیک,I-fromloc.city_name
سیتی,I-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
کالیفرنیا,B-toloc.state_name
#EOS,2565
#BOS,airfare
ارزانترین,B-cost_relative
کرایه,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
چقدر,O
است,O
#EOS,2566
#BOS,flight
من,O
یک,O
پرواز,O
می‌خواهم,O
که,O
پنجشنبه,O
حدود,B-depart_date.day_name
ساعت,B-depart_time.time_relative
7,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
از,I-depart_time.time
شیکاگو,B-fromloc.city_name
به,O
کانزاس,B-toloc.city_name
برود,O
#EOS,2567
#BOS,flight
پیتسبرگ,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
#EOS,2568
#BOS,airline
ایا,O
میتوانم,O
با,O
یک,O
شرکت,O
هواپیمایی,O
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
شارلوت,B-toloc.city_name
به,O
نیوارک,B-toloc.city_name
و,O
دوباره,O
به,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
بروم,O
#EOS,2569
#BOS,flight
پروازهایی,O
را,O
به,O
من,O
نشان,O
بده,O
که,O
چهارده,B-arrive_date.day_number
ژوین,B-arrive_date.month_name
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
میرسند,O
#EOS,2570
#BOS,abbreviation
کد,O
کرایه,O
اف‌ان,B-fare_basis_code
چیست,O
#EOS,2571
#BOS,flight
پروازها,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
در,O
اوایل,B-depart_time.period_mod
صبح,B-depart_time.period_of_day
پنجشنبه,B-depart_date.day_name
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
8,B-depart_time.time
صبح,I-depart_time.time
را,O
لیست,O
کنید,O
#EOS,2572
#BOS,flight
پروازهای,O
از,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
کدام,O
هستند,O
#EOS,2573
#BOS,flight
پروازهای,O
بیست,B-depart_date.day_number
و,I-depart_date.day_number
نه,I-depart_date.day_number
ژوین,B-depart_date.month_name
از,O
هیوستون,B-fromloc.city_name
به,O
ممفیس,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,2574
#BOS,airfare
نرخ,O
کرایه,O
پروازهای,O
دنور,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
در,O
خطوط,B-airline_name
هوایی,I-airline_name
دلتا,I-airline_name
چیست,O
#EOS,2575
#BOS,flight
کدام,O
پروازها,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
پیتسورگ,B-toloc.city_name
در,O
عصر,B-depart_time.period_of_day
موجود,O
هستند,O
#EOS,2576
#BOS,aircraft
چه,O
نوع,O
هواپیماهایی,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
پرواز,O
می‌کنند,O
#EOS,2577
#BOS,flight
میتوانید,O
ارزان‌ترین,B-cost_relative
سفرهای,O
دوطرفه,B-round_trip
بین,O
دنور,B-fromloc.city_name
و,O
پیتسبرگ,B-toloc.city_name
را,O
نشان,O
دهید,O
#EOS,2578
#BOS,flight
پروازهایی,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
۱۰,B-arrive_time.time
صبح,I-arrive_time.time
در,O
تاریخ,O
سه,B-arrive_date.day_number
اوت,B-arrive_date.month_name
از,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
می‌رسند,O
را,O
لیست,O
کنید,O
#EOS,2579
#BOS,flight
میخواهم,O
در,O
بیستم,B-depart_date.day_number
ماه,O
اوت,B-depart_date.month_name
پروازی,O
از,O
واشنگتن,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
کنتیننتال,I-airline_name
داشته,O
باشم,O
#EOS,2580
#BOS,flight
من,O
میخواهم,O
با,O
خطوط,B-airline_name
هوایی,I-airline_name
دلتا,I-airline_name
از,O
اتلانتا,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
پرواز,O
کنم,O
#EOS,2581
#BOS,aircraft
اگر,O
یک,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
از,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
بگیرم,O
با,O
چه,O
نوع,O
هواپیمایی,O
پرواز,O
خواهم,O
کرد,O
#EOS,2582
#BOS,flight
من,O
یک,O
پرواز,O
از,O
بالتیمور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
با,O
یک,O
توقف,O
در,O
دنور,B-stoploc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
میخواهم,O
#EOS,2583
#BOS,flight
اس‌اف‌او,B-fromloc.airport_code
به,O
دنور,B-toloc.city_name
در,O
دوشنبه,B-depart_date.day_name
یازدهم,B-depart_date.day_number
نوامبر,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
#EOS,2584
#BOS,flight
لیست,O
همه,O
پرواز‌ها,O
از,O
ایندیاناپولیس,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
#EOS,2585
#BOS,flight
اولین,B-flight_mod
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
چیست,O
#EOS,2586
#BOS,flight
از,O
سیاتل,B-fromloc.city_name
به,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
#EOS,2587
#BOS,flight
پروازهای,O
اتلانتا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2588
#BOS,airfare
هزینه,O
پرواز,O
دی‌‌ال,B-airline_code
۴۰۲,B-flight_number
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
چقدره,O
#EOS,2589
#BOS,flight
میخواهم,O
از,O
بوستون,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
پرواز,O
کنم,O
لطفا,O
به,O
من,O
بگویید,O
زمان,B-flight_time
پروازها,O
چیست,O
#EOS,2590
#BOS,aircraft
کوچکترین,B-mod
هواپیمای,O
موجود,O
برای,O
پرواز,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
چیست,O
#EOS,2591
#BOS,flight
پروازهای,O
مستقیم,B-connect
از,O
بالتیمور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
نشان,O
دهید,O
#EOS,2592
#BOS,airfare
ارزان‌ترین,B-cost_relative
بلیط,O
یک,B-round_trip
طرفه,I-round_trip
از,O
دنور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
چیست,O
#EOS,2593
#BOS,flight
پروازهای,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
در,O
پانزدهم,B-depart_date.day_number
اکتبر,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
کدام,O
هستند,O
#EOS,2594
#BOS,airfare
تمام,O
کرایه‌های,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
پیتسبرگ,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
را,O
لیست,O
کنید,O
#EOS,2595
#BOS,flight
می‌خواهم,O
جمعه,B-depart_date.day_name
یک,O
پرواز,O
با,O
وعده,B-meal
غذایی,I-meal
از,O
سنت,B-fromloc.city_name
پال,I-fromloc.city_name
به,O
کانزاس,B-toloc.city_name
داشته,O
باشم,O
#EOS,2596
#BOS,flight
روز,O
شنبه,B-depart_date.day_name
چه,O
پروازهایی,O
از,O
شیکاگو,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
می‌روند,O
#EOS,2597
#BOS,airfare
کرایه,O
دی‌ال,B-airline_code
۲۹۶,B-flight_number
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
چقدر,O
است,O
#EOS,2598
#BOS,flight
من,O
می‌خواهم,O
با,O
خطوط,B-airline_name
هوایی,I-airline_name
ایسترن,I-airline_name
از,O
بالتیمور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
پرواز,O
کنم,O
#EOS,2599
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
را,O
در,O
شهرستان,O
وستچستر,B-city_name
به,O
من,O
نشان,O
دهید,O
#EOS,2600
#BOS,airfare
پایین‌ترین,B-cost_relative
نرخ,I-cost_relative
کرایه,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
اتلانتا,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
چیست,O
#EOS,2601
#BOS,flight
چه,O
پروازهایی,O
در,O
فرودگاه,B-toloc.airport_name
بین,I-toloc.airport_name
المللی,I-toloc.airport_name
جنرال,I-toloc.airport_name
میشل,I-toloc.airport_name
فرود,O
می‌ایند,O
#EOS,2602
#BOS,distance
فاصله,O
فرودگاه,B-fromloc.airport_name
اورلاندو,I-fromloc.airport_name
از,O
شهر,O
چقدر,O
است,O
#EOS,2603
#BOS,flight
من,O
سعی,O
دارم,O
یک,O
پرواز,O
از,O
کلمبوس,B-fromloc.city_name
به,O
فینیکس,B-toloc.city_name
از,O
طریق,O
کنتاکی,B-stoploc.city_name
پیدا,O
کنم,O
#EOS,2604
#BOS,flight
از,O
تورنتو,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
در,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
#EOS,2605
#BOS,flight
پروازها,O
از,O
تمام,O
فرودگاه‌ها,O
به,O
لاو,B-toloc.airport_name
فیلد,I-toloc.airport_name
را,O
نشان,O
بده,O
#EOS,2606
#BOS,flight
من,O
به,O
اطلاعات,O
پرواز,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
در,O
روز,O
شنبه,B-depart_date.day_name
نیاز,O
دارم,O
#EOS,2607
#BOS,flight
یک,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
#EOS,2608
#BOS,flight
شما,O
چه,O
پروازهایی,O
از,O
بوستون,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
در,O
چهارشنبه,B-depart_date.day_name
هفته,O
اینده,B-depart_date.date_relative
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۶,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
دارید,O
#EOS,2609
#BOS,flight
پروازهای,O
موجود,O
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
که,O
۶۳۰,B-arrive_time.time
به,O
واشنگتن,B-toloc.city_name
می‌رسند,O
را,O
نشان,O
بده,O
#EOS,2610
#BOS,flight
پروازهایی,O
که,O
سوم,B-arrive_date.day_number
اوت,B-arrive_date.month_name
از,O
دنور,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
می‌رسند,O
را,O
لیست,O
کن,O
#EOS,2611
#BOS,flight
می‌توانی,O
اخرین,B-flight_mod
پروازها,O
از,O
اوکلند,B-fromloc.city_name
به,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
در,O
روز,O
چهارشنبه,B-depart_date.day_name
را,O
لیست,O
کنی,O
#EOS,2612
#BOS,flight
چه,O
پرواز,O
هایی,O
از,O
بوستون,B-fromloc.city_name
به,O
سنت,B-toloc.city_name
پیتسبرگ,I-toloc.city_name
موجود,O
هست,O
#EOS,2613
#BOS,flight
کدام,O
پروازهای,O
دلتا,B-airline_name
برای,O
رفتن,O
از,O
فیلادلفیا,B-fromloc.city_name
